,Source,PX,PY,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14
19849,20191128_191500_HDR_2.jpg,65,52,6.0,0.0,4.296296,1.527076,6.0,0.48412200000000005,-2.1154029999999997,9.0,3.0,4.135802,2.22085,80.0,-1.116502,-7.2222990000000005
16099,20191128_192452_HDR_2.jpg,169,125,0.0,3.0,-0.530864,0.9307690000000001,0.0,0.703361,0.27605799999999997,6.0,4.0,1.333333,2.341256,62.0,-1.026126,-5.9596480000000005
362,Control_2_Bregma_-3.12_PS_(1x).jpg,147,38,3.0,16.0,-1.54321,4.896583000000001,3.0,0.189572,-0.689485,8.0,17.0,-1.37037,5.699132,67.0,-1.068807,-5.485072
14836,20191128_191647_HDR_2.jpg,196,99,2.0,2.0,1.432099,0.815563,2.0,0.619617,-0.45709799999999995,6.0,3.0,1.7283950000000001,1.95007,83.0,-1.154982,-8.111566999999999
5117,Control_A_-2.28.jpg,90,84,0.0,9.0,-1.506173,1.8130080000000002,0.0,0.455578,-0.7476430000000001,9.0,10.0,-0.8888889999999999,3.399346,36.0,-0.795808,-5.136519
1458,20191128_191203_HDR_2.jpg,56,37,0.0,23.0,-2.530864,5.116148,0.0,0.9857360000000001,1.6706590000000001,8.0,22.0,-0.641975,6.661681,65.0,-1.040518,-4.928187
11943,Control_A_-2.76.jpg,182,37,2.0,16.0,-2.024691,4.998704,2.0,0.374189,-1.367969,7.0,15.0,-0.975309,5.365586,84.0,-1.151623,-5.946626
7499,Control_A_3-4.jpg,49,51,0.0,4.0,-0.382716,0.9104049999999999,0.0,1.149904,1.835751,7.0,5.0,0.641975,2.578681,40.0,-0.837317,-5.391023000000001
21376,20191128_192452_HDR_2.jpg,139,121,2.0,2.0,0.777778,1.1331149999999999,2.0,0.436259,-0.479444,5.0,2.0,1.296296,1.5189700000000002,56.0,-0.9835790000000001,-6.639019
14683,Control_A_3-4.jpg,116,103,0.0,1.0,-0.037037,0.188853,0.0,3.4811360000000002,6.169185,3.0,5.0,-0.901235,1.6895099999999998,40.0,-0.8490559999999999,-5.920596
19568,Control_2_Bregma_-3.12_PS_(1x).jpg,175,23,0.0,11.0,-1.333333,2.4745619999999997,0.0,0.428321,0.647415,16.0,12.0,1.111111,6.04714,69.0,-1.095674,-5.064114
17742,20191128_190652_HDR_2.jpg,110,18,0.0,10.0,-1.419753,2.463883,0.0,0.584133,1.0069629999999998,11.0,16.0,-3.111111,6.751314,91.0,-1.197142,-6.2851099999999995
18744,20191128_191558_HDR_2.jpg,108,15,0.0,19.0,-4.567901,5.161439,0.0,-0.050929,-0.9062629999999999,14.0,26.0,-6.160494,12.604582,72.0,-1.110091,-5.8424629999999995
16418,20191128_192922_HDR_2.jpg,61,82,0.0,2.0,-0.049382999999999996,0.310366,0.0,2.57609,4.339765,4.0,5.0,0.09876499999999999,1.520274,46.0,-0.897043,-6.194541
15382,Control_A_-2.28.jpg,63,75,0.0,6.0,-0.641975,1.363625,0.0,1.584358,1.791668,4.0,7.0,0.049382999999999996,2.324859,37.0,-0.792191,-5.4929809999999994
8919,Control_A_-2.76.jpg,156,123,0.0,1.0,-0.012346,0.11042300000000001,0.0,2.213488,4.1150269999999995,9.0,8.0,0.654321,3.186238,57.0,-0.9875700000000001,-5.85265
12868,20191128_191356_HDR_2.jpg,47,88,2.0,3.0,0.148148,1.238389,2.0,0.46617200000000003,-0.634288,5.0,3.0,1.185185,1.508094,53.0,-0.959015,-5.972474
24260,20191128_192452_HDR_2.jpg,68,77,0.0,7.0,-0.679012,1.194919,0.0,1.0859889999999999,0.8833799999999999,3.0,6.0,0.345679,1.475399,49.0,-0.926457,-6.575991999999999
20161,20191128_192218_HDR_2.jpg,22,82,0.0,5.0,-0.160494,0.808241,0.0,2.564859,4.782637,3.0,30.0,-8.530864,9.172,17.0,-0.512157,-3.070332
381,Control_3_Bregma_-2.jpg,228,136,0.0,2.0,-0.185185,0.44752,0.0,1.26694,1.9549880000000002,6.0,2.0,1.061728,1.6655229999999999,52.0,-0.9435,-6.447528
4169,20191128_191320_HDR_2.jpg,90,33,6.0,7.0,1.7160490000000002,3.084147,6.0,-0.051208000000000004,-1.146875,10.0,7.0,2.1728400000000003,3.793399,94.0,-1.21115,-6.169112999999999
22127,20191128_192218_HDR_2.jpg,50,77,8.0,17.0,3.728395,5.277514,8.0,0.235402,-0.66519,11.0,14.0,3.8641980000000005,4.744726,54.0,-0.92929,-5.349345
16194,20191128_192922_HDR_2.jpg,111,48,7.0,3.0,5.197531,2.920425,7.0,0.14648,-0.06225599999999999,22.0,3.0,8.296296,5.489484,69.0,-1.031678,-5.251947
18353,Control_2_Bregma_-3.12_PS_(1x).jpg,185,12,3.0,9.0,0.049382999999999996,2.845405,3.0,0.053855999999999994,-2.726162,10.0,8.0,0.617284,3.540133,76.0,-1.127733,-8.644877000000001
2873,Control_A_3-4.jpg,226,124,0.0,15.0,-1.654321,3.4180370000000004,0.0,1.224489,1.420771,6.0,19.0,-3.197531,5.609559,39.0,-0.809281,-4.690385
13211,20191128_191118_HDR_2.jpg,61,51,0.0,2.0,-0.246914,0.5335850000000001,0.0,0.724747,-0.9003,3.0,3.0,0.283951,1.398717,56.0,-0.995209,-7.305033
3283,20191128_191118_HDR_2.jpg,52,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.1728399999999999,1.141692,37.0,-0.800117,-5.855571
10067,Control_A_-2.76.jpg,168,30,72.0,17.0,61.222221999999995,20.548647,72.0,-0.786183,-1.941831,97.0,16.0,64.962963,23.145511,153.0,-1.249958,-4.670018
17834,20191128_191558_HDR_2.jpg,230,111,11.0,1.0,7.358025,3.4900519999999995,11.0,-0.160417,-1.098254,32.0,1.0,11.024691,9.272254,107.0,-1.256545,-5.414978
15329,Control_3_Bregma_-2.jpg,193,126,0.0,5.0,-0.5802470000000001,1.109601,0.0,0.857743,1.401772,4.0,5.0,0.283951,2.201204,48.0,-0.914306,-6.47463
3352,20191128_191320_HDR_2.jpg,188,119,2.0,3.0,0.5802470000000001,1.359595,2.0,0.692012,-0.20622,5.0,4.0,0.39506199999999997,2.010338,96.0,-1.217698,-7.642807
24487,20191128_191349_HDR_2.jpg,129,35,25.0,33.0,18.543210000000002,14.050218,25.0,-0.340878,-1.218213,87.0,36.0,30.82716,25.944761,87.0,-1.052301,-3.992485
22083,20191128_192514_HDR_2.jpg,107,93,0.0,6.0,-0.246914,0.839325,0.0,2.009979,3.37707,4.0,6.0,0.5432100000000001,1.610532,54.0,-0.9622200000000001,-6.125557
12566,20191128_191349_HDR_2.jpg,144,77,0.0,7.0,-0.08642000000000001,0.772962,0.0,0.06369,0.08931499999999999,5.0,13.0,-0.46913599999999994,2.944283,48.0,-0.9330579999999999,-6.735239999999999
8461,20191128_191647_HDR_2.jpg,223,76,0.0,10.0,-1.407407,2.433195,0.0,1.266015,1.581749,0.0,33.0,-16.271604999999997,11.163225,73.0,-1.14085,-5.136515
15000,20191128_192452_HDR_2.jpg,161,116,0.0,9.0,-2.0370369999999998,1.9965680000000001,0.0,0.771328,-0.067113,1.0,11.0,-3.308642,2.674258,58.0,-1.013874,-6.180032
11919,Control_A_3-4.jpg,236,65,0.0,2.0,-0.22222199999999998,0.5879449999999999,0.0,1.091696,1.590855,6.0,2.0,0.703704,1.613557,47.0,-0.913055,-6.051896
21119,20191128_192218_HDR_2.jpg,46,84,0.0,27.0,-5.049383,7.953416000000001,0.0,-0.13434200000000002,-1.0291290000000002,20.0,33.0,-0.604938,16.231108,37.0,-0.837398,-5.128061
11780,20191128_191203_HDR_2.jpg,95,89,9.0,17.0,2.617284,7.341019,9.0,-0.357562,-1.268937,11.0,18.0,2.407407,7.331275,58.0,-1.01486,-4.932248
16240,20191128_191134_HDR_2.jpg,152,53,0.0,4.0,-0.259259,0.7332960000000001,0.0,1.125812,2.092371,5.0,9.0,-1.518519,3.552468,78.0,-1.137903,-6.704935000000001
15195,Control_A_-2.76.jpg,257,106,8.0,21.0,2.0370369999999998,6.759436999999999,8.0,-0.147352,-1.8058400000000001,18.0,19.0,4.160494,8.57855,97.0,-1.2139010000000001,-6.831478999999999
10907,Control_2_Bregma_-3.12_PS_(1x).jpg,50,123,0.0,5.0,-0.839506,1.180676,0.0,0.9816889999999999,0.620536,3.0,5.0,-0.82716,1.472297,42.0,-0.8654290000000001,-6.262204
21391,20191128_191500_HDR_2.jpg,153,106,2.0,7.0,1.074074,2.1010150000000003,2.0,1.198331,1.7504650000000002,14.0,9.0,2.419753,3.5758589999999995,87.0,-1.166965,-6.821592999999999
20610,Control_A_-2.76.jpg,163,25,1.0,5.0,0.0,1.6101530000000002,1.0,0.860182,-0.12276300000000001,23.0,5.0,2.246914,4.304838,82.0,-1.140799,-6.924782
3009,Control_A_-2.28.jpg,195,84,0.0,5.0,-0.740741,1.254894,0.0,0.719888,0.6624979999999999,7.0,5.0,0.7160489999999999,2.544588,42.0,-0.85945,-5.587561
5982,20191128_191558_HDR_2.jpg,214,96,1.0,10.0,-2.012346,3.3091489999999997,1.0,0.544614,0.135716,6.0,12.0,-1.679012,4.689961,94.0,-1.211543,-6.103871
14953,20191128_192218_HDR_2.jpg,132,47,0.0,18.0,-1.580247,3.534186,0.0,1.256505,1.989205,20.0,23.0,-1.9506169999999998,6.405825,59.0,-0.9981260000000001,-5.504367
7615,20191128_190652_HDR_2.jpg,67,74,3.0,15.0,-2.654321,5.157185,3.0,0.096407,-1.997264,4.0,15.0,-2.950617,5.156564,91.0,-1.199748,-6.371928
1880,Control_A_-4.08.jpg,109,16,0.0,55.0,-4.308642,11.186016,0.0,-0.448378,-0.9990370000000001,5.0,96.0,-27.358025,20.73603,14.0,-0.893601,-4.8804739999999995
23358,20191128_191203_HDR_2.jpg,174,68,0.0,14.0,-3.580247,4.2856760000000005,0.0,0.271892,0.057898000000000005,5.0,16.0,-5.037037000000001,5.117012,72.0,-1.114978,-6.88495
17419,Control_3_Bregma_-2.jpg,29,89,2.0,28.0,-3.098765,6.600795,2.0,0.037638,-0.501282,25.0,27.0,0.024691,10.19922,52.0,-0.9211600000000001,-4.29934
1037,20191128_191203_HDR_2.jpg,131,21,1.0,8.0,-1.197531,2.2521310000000003,1.0,0.298421,-0.627919,8.0,8.0,-0.567901,2.83252,78.0,-1.13776,-7.234061
20547,Control_A_-2.76.jpg,119,111,11.0,25.0,2.580247,9.091937,11.0,-0.074671,-1.5416290000000001,14.0,26.0,2.1728400000000003,9.360793,74.0,-1.0768870000000001,-5.135608
10079,Control_3_Bregma_-2.jpg,203,62,0.0,18.0,-3.135802,5.2393410000000005,0.0,0.522893,0.683437,4.0,18.0,-2.740741,5.800762000000001,57.0,-0.986176,-5.710969
17839,20191128_192922_HDR_2.jpg,226,70,0.0,10.0,-0.802469,2.07525,0.0,0.493303,0.620197,28.0,14.0,3.6049379999999998,7.904802,78.0,-1.1215979999999999,-5.528559
2370,20191128_191647_HDR_2.jpg,80,74,1.0,4.0,-0.23456799999999997,1.459508,1.0,0.6686989999999999,0.627145,5.0,4.0,-0.012346,1.971988,61.0,-1.023648,-6.2160839999999995
793,Control_3_Bregma_-2.jpg,93,49,1.0,14.0,-0.925926,2.984643,1.0,0.58646,-0.377276,5.0,15.0,-0.209877,3.7142239999999997,54.0,-0.96645,-5.784436
7544,20191128_191118_HDR_2.jpg,65,48,1.0,7.0,0.148148,1.603323,1.0,0.8970450000000001,0.547569,6.0,8.0,0.5802470000000001,2.428555,58.0,-0.9936440000000001,-6.23687
5499,Control_A_-2.28.jpg,167,35,0.0,6.0,-0.8888889999999999,1.431567,0.0,1.033755,1.168708,5.0,8.0,-1.197531,2.781863,46.0,-0.906766,-5.520917
280,20191128_191118_HDR_2.jpg,162,60,0.0,5.0,-0.407407,0.871748,0.0,1.141946,-0.062335,4.0,3.0,0.703704,1.54316,75.0,-1.1118709999999998,-7.7104800000000004
18035,20191128_190910_HDR_2.jpg,119,72,5.0,6.0,3.08642,2.212186,5.0,0.230294,-1.441222,11.0,6.0,3.432099,2.633771,87.0,-1.167355,-6.868925999999999
10508,20191128_191203_HDR_2.jpg,105,88,0.0,21.0,-3.901235,5.451480999999999,0.0,0.8675790000000001,1.21773,5.0,20.0,-3.728395,5.803388,51.0,-0.9410430000000001,-4.621468
16471,Control_A_-4.08.jpg,163,15,0.0,80.0,-10.333333,23.919618,0.0,-0.068192,-1.503,24.0,107.0,-13.580247,35.862517,38.0,-0.8137770000000001,-3.424314
16547,20191128_192922_HDR_2.jpg,81,98,0.0,26.0,-1.45679,3.9784900000000003,0.0,0.82845,1.24165,3.0,29.0,-1.9259259999999998,5.115403,46.0,-0.896251,-5.051289
1892,20191128_191500_HDR_2.jpg,64,30,0.0,0.0,0.0,0.0,0.0,3.291237,6.4794849999999995,6.0,2.0,1.604938,1.954286,64.0,-1.040369,-7.040102
5882,20191128_191320_HDR_2.jpg,193,58,0.0,15.0,-1.604938,3.164927,0.0,0.402443,-1.1308200000000002,5.0,28.0,-8.074074000000001,8.800642,96.0,-1.23265,-5.371828
23704,Control_A_3-4.jpg,125,53,0.0,2.0,-0.185185,0.523783,0.0,2.3885389999999997,4.7046410000000005,3.0,5.0,-1.469136,1.799084,38.0,-0.816384,-5.331351000000001
9246,20191128_192402_HDR_2.jpg,153,24,0.0,4.0,-0.8765430000000001,1.148082,0.0,0.80478,0.194359,4.0,6.0,-0.419753,2.041932,78.0,-1.132925,-7.091419999999999
23771,20191128_191356_HDR_2.jpg,103,65,0.0,4.0,-0.493827,1.0198459999999998,0.0,0.664637,0.6505770000000001,6.0,5.0,1.0864200000000002,2.84235,66.0,-1.050334,-6.235629
11408,20191128_191356_HDR_2.jpg,37,41,0.0,0.0,0.0,0.0,0.0,3.543518,7.065378999999999,3.0,5.0,-0.333333,1.8986669999999999,35.0,-0.777486,-5.402789
21466,20191128_191118_HDR_2.jpg,90,97,3.0,12.0,-0.82716,3.4740309999999996,3.0,0.07231,-1.589572,5.0,11.0,-0.5432100000000001,3.292526,53.0,-0.969399,-6.52307
4635,20191128_191647_HDR_2.jpg,203,128,1.0,7.0,-0.604938,1.809979,1.0,0.46273100000000006,-0.686902,6.0,11.0,-1.592593,3.3325099999999996,82.0,-1.1582700000000001,-7.492278999999999
2193,Control_A_-4.08.jpg,88,86,5.0,76.0,0.691358,12.566507000000001,5.0,0.179279,-0.403273,39.0,76.0,8.061728,16.735669,55.0,-0.9047440000000001,-5.2381150000000005
20023,20191128_191028_HDR_2.jpg,100,27,3.0,16.0,-2.0,5.3931830000000005,3.0,-0.13294,-1.056174,18.0,15.0,0.345679,7.14257,64.0,-1.069447,-5.23027
5275,Control_2_Bregma_-3.12_PS_(1x).jpg,52,35,0.0,3.0,-0.049382999999999996,0.347877,0.0,1.8235240000000001,2.525099,8.0,3.0,3.061728,2.364061,55.0,-0.951548,-6.219124
13454,20191128_192315_HDR_2.jpg,53,39,0.0,6.0,-0.654321,1.1456899999999999,0.0,1.069526,1.549541,6.0,9.0,-0.62963,2.8779470000000003,83.0,-1.1590799999999999,-6.484224
18730,20191128_192514_HDR_2.jpg,42,95,0.0,6.0,-1.074074,1.6084479999999999,0.0,0.9200659999999999,1.587181,8.0,14.0,-2.901235,7.330984,41.0,-0.8658469999999999,-4.979645
19559,20191128_192922_HDR_2.jpg,93,86,0.0,19.0,-2.851852,4.661667,0.0,0.23856100000000002,0.052632000000000005,6.0,19.0,-1.555556,5.871042,51.0,-0.9368709999999999,-4.905207
12058,20191128_191028_HDR_2.jpg,92,68,1.0,4.0,0.074074,1.245018,1.0,0.494221,-0.282584,13.0,4.0,0.851852,2.753723,56.0,-0.990626,-6.308567
7438,20191128_191500_HDR_2.jpg,133,72,1.0,3.0,0.617284,0.7945479999999999,1.0,0.656299,0.159063,6.0,4.0,1.469136,1.8464939999999999,88.0,-1.181149,-9.413003999999999
9420,20191128_192514_HDR_2.jpg,62,22,0.0,4.0,-0.308642,0.678451,0.0,1.121812,0.9910110000000001,6.0,4.0,1.1604940000000001,2.045512,57.0,-0.994552,-6.818956
4695,Control_A_-4.08.jpg,264,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,1.9259259999999998,3.714429,71.0,-1.083206,-6.2337050000000005
14409,20191128_191320_HDR_2.jpg,83,46,2.0,4.0,1.45679,1.0663120000000001,2.0,1.043476,1.269641,8.0,4.0,2.197531,2.133911,85.0,-1.15641,-6.707481
17939,20191128_192402_HDR_2.jpg,50,43,0.0,6.0,-0.592593,1.11972,0.0,1.2063110000000001,1.850946,3.0,7.0,-1.2469139999999999,2.279977,58.0,-1.008729,-5.965584
10991,20191128_191500_HDR_2.jpg,170,123,0.0,15.0,-3.987654,3.342557,0.0,0.028281,-1.053394,3.0,17.0,-6.135802,4.099844,86.0,-1.206754,-6.576485000000001
23568,20191128_192402_HDR_2.jpg,102,26,0.0,13.0,-1.074074,2.366316,0.0,1.216921,1.8583880000000002,22.0,14.0,-0.518519,5.15946,65.0,-1.046122,-6.055305000000001
22991,Control_A_3-4.jpg,191,76,0.0,4.0,-0.135802,0.5611520000000001,0.0,1.1376540000000002,2.069763,10.0,7.0,-0.061728,3.2597270000000003,39.0,-0.8396020000000001,-6.077644
1468,20191128_191647_HDR_2.jpg,178,36,0.0,25.0,-3.061728,5.752821,0.0,0.11036900000000001,0.06602899999999999,15.0,30.0,-2.296296,9.679359,86.0,-1.199133,-5.6816379999999995
20160,20191128_192922_HDR_2.jpg,141,78,0.0,10.0,-0.666667,1.7284830000000002,0.0,1.596502,2.32373,6.0,13.0,-2.345679,3.1707009999999998,56.0,-0.9902479999999999,-6.922961
14434,20191128_192218_HDR_2.jpg,80,76,4.0,10.0,-1.0864200000000002,4.163918,4.0,0.038843,-1.7511349999999999,10.0,11.0,-1.493827,5.101739,53.0,-0.9695950000000001,-5.768421
22580,20191128_191134_HDR_2.jpg,35,64,0.0,2.0,-0.074074,0.305415,0.0,1.441259,2.653594,3.0,5.0,-0.728395,1.7285709999999999,59.0,-1.014849,-6.420232
20019,Control_3_Bregma_-2.jpg,82,126,3.0,9.0,-0.617284,3.093473,3.0,0.18774100000000002,-2.301098,5.0,9.0,-0.23456799999999997,3.3894230000000003,47.0,-0.9096,-5.635658
15026,20191128_191356_HDR_2.jpg,50,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,-1.234568,1.390191,42.0,-0.8809530000000001,-5.659033999999999
13607,20191128_191118_HDR_2.jpg,99,63,0.0,2.0,-0.09876499999999999,0.337198,0.0,2.256946,4.408021,3.0,7.0,-1.432099,2.858551,54.0,-0.9780790000000001,-6.696236999999999
10919,20191128_192218_HDR_2.jpg,79,46,3.0,3.0,0.604938,1.384919,3.0,0.341712,-1.234888,4.0,4.0,0.48148100000000005,1.6932040000000002,59.0,-1.006641,-6.885831
11648,20191128_190910_HDR_2.jpg,165,32,0.0,8.0,-1.518519,1.9187900000000002,0.0,0.9396700000000001,-0.422037,7.0,7.0,-1.567901,2.6054939999999998,106.0,-1.266373,-8.521061999999999
20574,Control_A_-2.28.jpg,227,120,3.0,1.0,2.6790119999999997,0.8864850000000001,3.0,1.130161,1.6575939999999998,10.0,1.0,5.037037000000001,2.405982,43.0,-0.807176,-5.273712000000001
20387,20191128_191134_HDR_2.jpg,47,27,0.0,13.0,-2.419753,3.596515,0.0,0.411599,-0.934684,6.0,23.0,-8.925925999999999,7.458158999999999,60.0,-1.0483120000000001,-4.814099
4096,20191128_190652_HDR_2.jpg,39,106,2.0,3.0,1.012346,1.1275870000000001,2.0,0.69419,-0.7527729999999999,14.0,6.0,1.432099,3.8743800000000004,80.0,-1.13991,-6.963635000000001
2974,20191128_192922_HDR_2.jpg,108,42,0.0,4.0,-0.320988,0.828909,0.0,2.0969450000000003,3.79771,2.0,6.0,-2.012346,1.842528,59.0,-1.017189,-6.322128
20521,20191128_190652_HDR_2.jpg,22,100,1.0,5.0,-0.950617,1.562692,1.0,0.379945,-0.820364,6.0,5.0,-0.074074,2.508149,80.0,-1.147326,-6.8971160000000005
21503,20191128_191558_HDR_2.jpg,86,83,1.0,2.0,0.44444399999999995,0.720082,1.0,0.829926,0.32056599999999996,5.0,2.0,1.222222,1.440165,63.0,-1.032356,-6.965408
3486,20191128_192514_HDR_2.jpg,134,70,0.0,26.0,-4.938272,8.180594000000001,0.0,-0.180926,-0.599439,7.0,28.0,-4.0864199999999995,10.089963000000001,53.0,-0.9931629999999999,-7.35853
22663,20191128_191647_HDR_2.jpg,142,110,2.0,4.0,-0.320988,1.577834,2.0,0.401881,-0.9296040000000001,3.0,5.0,-0.22222199999999998,1.839216,70.0,-1.084224,-6.924111
6737,20191128_190652_HDR_2.jpg,81,91,0.0,21.0,-5.3333330000000005,5.637178,0.0,0.324626,-0.568303,7.0,23.0,-5.444444,6.564025,83.0,-1.167869,-5.849035
7384,20191128_192922_HDR_2.jpg,85,80,0.0,15.0,-1.024691,2.98546,0.0,1.759508,3.1462380000000003,6.0,17.0,-0.641975,4.062197,50.0,-0.931309,-5.642595
19883,Control_A_-2.28.jpg,21,86,2.0,16.0,0.518519,3.095641,2.0,1.059602,1.458496,9.0,16.0,1.703704,3.8600339999999997,38.0,-0.784367,-5.137666
2402,20191128_191134_HDR_2.jpg,162,58,3.0,3.0,1.1728399999999999,1.8175419999999998,3.0,0.167283,-0.7577050000000001,12.0,4.0,1.7530860000000001,3.5953699999999995,87.0,-1.182083,-6.403169
7575,20191128_192315_HDR_2.jpg,96,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.345679,1.167042,55.0,-0.9711049999999999,-6.6741660000000005
23620,20191128_191356_HDR_2.jpg,154,44,3.0,26.0,-3.5555559999999997,5.786318,3.0,0.123304,-1.153283,36.0,31.0,-2.7160490000000004,12.506033,111.0,-1.297352,-6.48911
955,Control_A_-4.08.jpg,251,161,0.0,78.0,-4.814815,15.972284,0.0,0.41159399999999996,0.32969299999999996,20.0,118.0,-11.012346,28.049115999999998,38.0,-0.8286610000000001,-3.6584730000000003
4719,Control_A_3-4.jpg,246,46,0.0,7.0,-0.45679,1.227759,0.0,1.5094459999999998,2.2042669999999998,4.0,9.0,-1.0864200000000002,2.420068,48.0,-0.9247549999999999,-6.228282
12651,20191128_191558_HDR_2.jpg,176,31,0.0,21.0,-2.740741,4.239083,0.0,0.601402,-0.633025,20.0,23.0,-0.728395,11.482689,92.0,-1.186348,-5.830422
14701,20191128_191349_HDR_2.jpg,42,113,0.0,21.0,-1.185185,4.263283,0.0,1.085443,1.971645,0.0,45.0,-5.17284,10.802138000000001,0.0,0.408475,-0.565384
11203,20191128_190652_HDR_2.jpg,109,20,0.0,10.0,-1.0,2.429246,0.0,1.293634,2.449755,7.0,20.0,-5.0864199999999995,6.010685,87.0,-1.182432,-6.061604
7160,Control_3_Bregma_-2.jpg,202,146,0.0,7.0,-1.419753,1.9427880000000002,0.0,1.4144079999999999,2.218514,4.0,10.0,-2.296296,3.338679,45.0,-0.891241,-5.040426999999999
5969,Control_A_-4.08.jpg,96,98,0.0,0.0,0.0,0.0,0.0,5.496093,10.895864999999999,3.0,8.0,-1.62963,1.92735,32.0,-0.760187,-5.735437
2139,20191128_191500_HDR_2.jpg,228,135,4.0,7.0,1.123457,2.002361,4.0,0.304132,-2.124381,6.0,7.0,1.308642,2.152472,110.0,-1.274526,-7.322571000000001
17288,Control_3_Bregma_-2.jpg,31,146,0.0,3.0,-0.049382999999999996,0.347877,0.0,2.658215,4.7805029999999995,3.0,8.0,-0.246914,2.180332,37.0,-0.794704,-5.602136
5855,20191128_191349_HDR_2.jpg,97,58,0.0,4.0,-0.44444399999999995,0.9558139999999999,0.0,1.627865,2.9089400000000003,5.0,6.0,0.061728,2.284384,45.0,-0.884933,-6.838216
15105,20191128_190652_HDR_2.jpg,140,66,5.0,9.0,1.074074,3.40942,5.0,0.044347000000000004,-1.249917,8.0,8.0,1.506173,3.702263,95.0,-1.2136120000000001,-6.839085000000001
19675,20191128_191203_HDR_2.jpg,41,63,0.0,15.0,-1.1728399999999999,3.029852,0.0,0.905854,1.0433459999999999,5.0,18.0,-0.691358,4.739229,54.0,-0.957644,-5.363671
19986,Control_A_-4.08.jpg,91,41,18.0,82.0,5.407407,27.238217,18.0,-0.822509,-1.759338,71.0,82.0,21.209877,37.369267,71.0,-1.088674,-3.515374
17045,20191128_192218_HDR_2.jpg,136,88,0.0,9.0,-1.592593,2.0951310000000003,0.0,0.46160100000000004,0.289207,11.0,9.0,0.209877,4.990648,51.0,-0.9408610000000001,-5.634976
13824,20191128_192514_HDR_2.jpg,63,20,1.0,3.0,0.555556,0.846197,1.0,1.254529,1.162072,7.0,3.0,1.580247,2.053989,58.0,-0.993183,-7.006772
19593,20191128_191420_HDR_2.jpg,240,117,0.0,23.0,-3.197531,6.333177,0.0,0.607345,1.0630680000000001,3.0,43.0,-8.506173,14.076619,76.0,-1.1205829999999999,-5.143667
23408,20191128_191558_HDR_2.jpg,85,91,0.0,2.0,-0.382716,0.639597,0.0,0.955651,0.910416,2.0,3.0,-0.123457,1.2210370000000002,60.0,-1.018278,-7.255825
14079,20191128_192514_HDR_2.jpg,190,40,5.0,4.0,3.3827160000000003,1.856373,5.0,0.48071,-1.016556,11.0,4.0,3.641975,2.790233,71.0,-1.070077,-7.479174
1877,20191128_192402_HDR_2.jpg,112,42,1.0,2.0,0.654321,0.687822,1.0,1.157522,1.2600200000000001,6.0,3.0,1.567901,1.742272,65.0,-1.04318,-8.26565
9550,20191128_191558_HDR_2.jpg,169,63,0.0,1.0,-0.024691,0.155183,0.0,2.002534,3.8445419999999997,4.0,5.0,0.19753099999999998,1.566783,82.0,-1.150626,-7.842351
21947,20191128_192218_HDR_2.jpg,125,69,1.0,18.0,-5.703704,5.957554,1.0,-0.034506,-1.270118,4.0,17.0,-4.82716,6.1076559999999995,57.0,-1.015325,-6.72858
24251,20191128_191420_HDR_2.jpg,85,48,27.0,34.0,17.098765,12.862622,27.0,-0.596242,-1.813005,41.0,33.0,18.567901000000003,14.212617000000002,84.0,-1.1276950000000001,-4.446559
411,20191128_191647_HDR_2.jpg,216,119,2.0,7.0,0.09876499999999999,2.058436,2.0,0.651529,-0.4824,8.0,8.0,0.46913599999999994,2.744631,89.0,-1.180085,-6.584174000000001
10007,Control_A_3-4.jpg,195,124,8.0,5.0,6.358025,3.007434,8.0,-0.129441,-0.629306,16.0,5.0,8.888889,4.8253449999999996,49.0,-0.894242,-4.645815
14642,20191128_190910_HDR_2.jpg,75,50,2.0,4.0,0.691358,1.622694,2.0,0.4909,-0.42521499999999995,8.0,4.0,1.37037,2.081336,81.0,-1.142693,-7.309164999999999
20802,Control_A_3-4.jpg,84,101,0.0,12.0,-2.160494,2.33839,0.0,0.44120299999999996,-0.328862,17.0,12.0,-1.765432,3.4039610000000002,42.0,-0.881524,-5.490436
13380,Control_A_-2.28.jpg,87,32,2.0,4.0,0.975309,1.6176139999999999,2.0,0.306454,-0.7429020000000001,9.0,4.0,2.567901,2.83252,47.0,-0.9073889999999999,-6.281874
17533,20191128_192452_HDR_2.jpg,181,107,0.0,4.0,-0.43209899999999996,0.942,0.0,1.858815,3.3310589999999998,3.0,6.0,-1.604938,1.947959,62.0,-1.035556,-6.601161
18716,Control_A_3-4.jpg,226,56,0.0,3.0,-0.160494,0.531868,0.0,2.117594,3.335703,3.0,8.0,-2.802469,2.174032,42.0,-0.868657,-6.034353
14555,20191128_190652_HDR_2.jpg,91,10,2.0,8.0,-1.061728,1.9267169999999998,2.0,0.34176799999999996,-1.240947,3.0,7.0,-1.555556,1.865873,98.0,-1.233185,-7.118983999999999
